doi,study_id,author,year,year_date,country,country_economic_category,country_economic_category1,study_design,number_of_patients,inclusion_criteria,exclusion_criteria,extracorporeal,renal_function,patient_characteristics,patient_characteristics1,patient_characteristics2,patient_characteristics3,patient_characteristics4,other_patient_groups_studied,samples_used,other_samples,betalactam_studied,abx_cat,other_antimicrobials,quantification_method,modelling_software,compartments,model_evaluation_process,covariate_identification,covariate_testing_method,method_for_PTA,covariates_reported
https://dx.doi.org/10.1097/FTD.0000000000000323,95,Mathew,2016,2016-01-01,India,Lower-middle-income,Middle-income,prospective PK study,35,"Adult patients admitted to the ICU and initiated on meropenem at a dose of 1000 mg (twice or thrice daily) were recruited into the study after obtaining a written informed consent from the patient or the closest relative of the patient. Meropenem was initiated for the treatment of sepsis, pneumonia, polytrauma, complicated urinary tract infection, or as empirical therapy",Patients who were on dialysis,no,normal,"sepsis, trauma",sepsis,trauma,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,Pmetrics 1.4.1,2,"coefficient of determination, LLR, AIC, median absolute weighted deviation, MCS",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1007/s00228-016-2053-x,96,Mattioli,2016,2016-01-01,Italy,High-income,High-income,prospective PK study,27,"patients admitted to ICUs who developed a Klebsiella pneumoniae (KP) nosocomial infection treated with meropenem alone or in combination depending on the resistance profile of the bacterial strain, meropenem administration for at least 2 days, and bacteremia confirmed by at least one positive blood culture",Patients undergoing dialysis procedures,no,normal,Klebsiella sepsis,sepsis,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,NONMEM 7.2,1,"OFV, goodness-of-fit, VPC, bootstrapping",NA,generalized additive modeling,NA,yes
https://dx.doi.org/10.1093/jac/dkx526,97,Minichmayr,2018,2018-01-01,Germany,High-income,High-income,retrospective PK study,195,"Adult critically ill patients, who received continuous infusion of meropenem",renal replacement therapy,no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-UV,NONMEM 7.3,NA,"OFV, goodness-of-fit, VPC, bootstrapping, NPDE",NA,"OFV, LLR",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.46.5.1557-1560.2002,98,Mueller,2002,2002-01-01,Germany,High-income,High-income,prospective PK study,8,"age of >18 years, acute renal failure treated by CVVHD, anuria (<100 ml of urine/day), and treatment with piperacillin-tazobactam",Patients with severe liver failure or cholestasis were excluded,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,dialysate,piperacillin,penicillin,tazobactam,HPLC-UV,Topfit 2.0,1,AIC,NA,NA,simulations,no
https://dx.doi.org/10.1136/ejhpharm-2022-003535,99,Murinova,2022,2022-01-01,Czech Republic,High-income,High-income,retrospective PK study,144,"age ≥18 years, not receiving dialysis, receiving intravenous meropenem to treat a serious bacterial infection defined as the development of potentially life-threatening clinical manifestations, and having at least one measured meropenem serum level in the course of meropenem therapy",NA,no,normal,sepsis,sepsis,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,LC-MS/MS,Monolix 2021R1,1,"goodness-of-fit, NPDE, VPC",NA,"stepwise forward inclusion, backward elimination, OFV, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.01649-09,100,Nandy,2010,2010-01-01,USA,High-income,High-income,retrospective PK study,285,"In the phase 2 study of patients with complicated UTI or pyelonephritis, doripenem at 250 to 500 mg was infused over 60 min every 8 h. In the two phase 3 studies of patients with nosocomial pneumonia, doripenem at 500 mg was infused over either 1 or 4 h every 8 h.",NA,no,unclear,"sepsis, UTI, pyelonephritis, pneumonia",sepsis,UTI,pyelonephritis,pneumonia,yes,plasma,no,doripenem,carbapenem,no,LC-MS/MS,NONMEM V,2,"goodness-of-fit, OFV, AIC, residual error variance",NA,"stepwise forward inclusion, backward elimination, generalized additive modeling, OFV",NA,yes
https://dx.doi.org/10.1128/AAC.01141-08,101,Nicasio,2009,2009-01-01,USA,High-income,High-income,prospective PK study,26,"adult patients (≥18 years old) in the ICU, who were placed on the VAP clinical pathway and prescribed cefepime",severely impaired renal function requiring dialysis and those deemed poor candidates for blood collection,no,normal,VAP,VAP,NA,NA,NA,no,serum,no,cefepime,cephalosporin,"vancomycin, tobramycin (or a fluoroquinolone if tobramycin was contraindicated)",HPLC,MM-USC*PACK,2,"LLR, AIC, coefficients of determination, VPC, bias, precision",NA,NA,Monte Carlo,yes
https://dx.doi.org/10.1097/FTD.0000000000000741,102,Niibe,2020,2020-01-01,Japan,High-income,High-income,prospective PK study,21,"admitted to the ICU between July 2016 to March 2018, inclusive, and who were treated with an intravenous infusion of meropenem and were receiving CHDF",Patients younger than 20 years and those who declined to participate in the study,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,HPLC,Phoenix 7.0,2,"OFV, AIC, goodness-of-fit, VPC, bootstrapping",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1016/j.jiac.2021.12.017,103,Niibe,2022,2022-01-01,Japan,High-income,High-income,prospective PK study,12,"age ≥18 years, both medical and surgical origin of ICU admission between July 2016 to September 2017, and treatment with an intravenous infusion of meropenem initiated after ICU admission",received renal replacement therapy or if they declined to participate in the study,no,normal,general ICU,general ICU,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,HPLC,Phoenix 7.0,2,"OFV, AIC, goodness-of-fit, VPC, bootstrapping",NA,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1038/s41598-020-79076-6,104,Nonoshita,2020,2020-01-01,Japan,High-income,High-income,prospective PK study,21,"in ICU treated with DRPM, who gave written informed consent obtained from either the patients or their legally authorized representatives",Patients who were administered other carbapenem antibacterial agents before administration of DRPM were excluded,RRT,impaired,general ICU,general ICU,NA,NA,NA,no,plasma,no,doripenem,carbapenem,no,HPLC,NONMEM 7.3.0,2,"OFV, AIC, goodness-of-fit, bootstrapping",clinical plausibility,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1007/s13318-021-00709-w,105,O'Jeanson,2021,2021-01-01,France,High-income,High-income,retrospective PK study,58,known or suspected infection of a critically ill patient in the medical ICU and treated with meropenem,age (< 18 years old),RRT,impaired,general ICU,general ICU,NA,NA,NA,no,serum,no,meropenem,carbapenem,no,UHPLC-UV,NONMEM 7.4.1,1,"OFV, AIC, goodness-of-fit, VPC, NPDE, precision, bias",biological plausibility,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.02134-18,106,Ollivier,2019,2019-01-01,France,High-income,High-income,prospective PK study,21,"(i) the patient was ≥18 years of age, (ii) the patient had a first episode of sepsis (defined as presumed or confirmed infection with new organ dysfunction in the previous 48 h), (iii) the patient had been treated with ceftriaxone for less than 24 h at the time of the assessment, and (iv) the patient had an expected ICU stay of greater than 72 h",renal impairment (CLCR < 60 ml/min) and/or receipt of renal replacement therapy,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,ceftriaxone,cephalosporin,no,HPLC-UV,Monolix,2,"LLR, OFV, VPC, NPDE, PWRES, IWRES, bootstrapping, AIC, BIC, goodness-of-fit, RSE",NA,"stepwise forward inclusion, BIC, backward selection, LRT",Monte Carlo,yes
https://dx.doi.org/10.1007/s43440-020-00104-3,107,Onichimowski,2020,2020-01-01,Poland,High-income,High-income,prospective PK study,19,"age 18–80 years, both medical and surgical origin of ICU admission, treatment with licensed doses of meropenem (1 g every 8 h), and clinical indications for CRRT due to AKI, determined in accordance with the criteria adopted by Kidney Disease Improving Global Outcomes (KDIGO) recommendations","diagnosed with HIV infection or terminal cancer, displayed intolerance or allergy to beta-lactam antibiotics in the past, had a high probability of bacterial infection with meropenem resistant strains, and received meropenem up to 3 months before being screened",RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,NONMEM 7.4.1,2,"VPC, bootstrapping",biological plausibility,"OFV, stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkz299,108,Padulles Zamora,2019,2019-01-01,Spain,High-income,High-income,prospective PK study,12,"(i) sepsis with acute renal failure requiring CRRT with high-adsorbent membranes for >48 h; (ii) age ≥18 years; and (iii) isolated or expected causative pathogen susceptible to meropenem, prescribed at the discretion of the treating physician",(i) hypersensitivity to meropenem or penicillin; (ii) neoplasia with metastasis and a life expectancy of <6 months; and (iii) pregnant or breastfeeding women,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,ultrafiltrate,meropenem,carbapenem,no,UHPLC-MS/MS,NONMEM 7.3,2,"OFV, AIC, bootstrapping, VPC, goodness-of-fit, precision",NA,"univariate analysis, stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.3390/antibiotics11070898,109,Pokem,2022,2022-01-01,Belgium,High-income,High-income,prospective PK study,19,"patients with septic shock, >18 years old, diagnosed with an IAI caused by a pathogen expected to be susceptible to temocillin","patients allergic to any penicillin, including temocillin, pregnant or lactating women; or patients having participated in another experimental study with the same drug during the 4 preceding weeks",no,unclear,"septic shock, abdominal sepsis",septic shock,abdominal sepsis,NA,NA,no,plasma,ascites,temocillin,penicillin,yes,HPLC-MS/MS,Pmetrics 1.5.1,2,"AIC, VPC, 2LL, goodness-of-fit, bias, imprecision, shrinkage",biological plausibility,"univariate associations, Bayesian estimates, forward inclusion, backward elimination, 2LL, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1002/jcph.1865,110,Por,2021,2021-01-01,USA,High-income,High-income,prospective PK study,23,NA,NA,RRT,impaired,"burns, CRRT",burns,CRRT,NA,NA,no,plasma,"postfilter plasma, ultrafiltrate",imipenem,carbapenem,no,HPLC-UV,Pumas 1.05,2,"LRT, diagnostic plots, plausibility, precision, goodness-of-fit, bootstrapping, VPC, NPDE",previously published,stepwise inclusion,Monte Carlo,yes
https://dx.doi.org/10.1089/sur.2015.113,111,Rahbar,2016,2016-01-01,USA,High-income,High-income,prospective PK study,27,"age ≥18 years, admission to the Emory surgical intensive care unit (SICU) service for greater than 24 hours, and a diagnosis of sepsis that necessitated empiric antimicrobial therapy","acute or chronic renal dysfunction (urine output less than 0.5 mL/kg/h or calculated creatinine clearance (CLcr) of less than 50 mL/min by Cockroft-Gault equation), pregnancy, known allergy to beta-lactam antibiotics, non-English–speaking, or if they were enrolled in another clinical trial",no,normal,"trauma, sepsis",trauma,sepsis,NA,NA,no,serum,no,doripenem,carbapenem,no,HPLC,BigNPAG,2,"bias, precision, LLR, coefficients of determination, goodness-of-fit, Bayesian analysis",NA,NA,Monte Carlo,no
https://dx.doi.org/10.1177/0091270003260286,113,Robatel,2003,2003-01-01,Switzerland,High-income,High-income,prospective PK study,15,treated by CVVHDF and receiving meropenem since at least 1 day,"filter clotting, sample timings/storage",RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,filtrate-dialysate,meropenem,carbapenem,yes,HPLC-UV,Kinetica,4,AIC,NA,NA,NA,no
https://dx.doi.org/10.1097/CCM.0b013e3181968e44,114,Roberts,2009,2009-01-01,Australia,High-income,High-income,prospective randomised PK trial,13,Critically ill adult patients with known or suspected sepsis in whom the treating physician deemed piperacillin–tazobactam appropriate therapy were conveniently sampled. Sepsis was diagnosed according to the criteria of the American College of Chest Physicians/Society of Critical Care Medicine Consensus Committee,"Patients with a known or suspected allergy to penicillin, piperacillin–tazobactam, or renal impairment (defined as plasma creatinine >120 μM/L)",no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,subcutaneous tissue,piperacillin,penicillin,tazobactam,HPLC-UV,Scientist 2.0,2,NA,NA,NA,NA,no
https://dx.doi.org/10.1093/jac/dkp139,115,Roberts,2009,2009-01-01,Australia,High-income,High-income,prospective PK study,10,"known or suspected sepsis11 of a critically ill patient and normal renal function (defined as plasma creatinine concentration <120 µmol/L). Clinical indications for meropenem included nosocomial pneumonia, soft tissue infection, intra-abdominal sepsis and empirical therapy for sepsis without proven source",NA,no,unclear,sepsis,sepsis,NA,NA,NA,no,plasma,subcutaneous tissue,meropenem,carbapenem,no,HPLC-UV,NONMEM 6.1,2,"OFV, goodness-of-fit, bootstrapping, VPC",NA,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1016/j.ijantimicag.2009.10.008,116,Roberts,2010,2010-01-01,Australia,High-income,High-income,prospective randomised PK trial,16,patients admitted to the Critical Care Unit with known or suspected sepsis as defined previously [28] and with normal renal function (defined as plasma creatinine <120 μmol/L),NA,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,HPLC-UV,NONMEM 6.1,2,"VPC, OFV, bootstrapping, goodness-of-fit",NA,Bayesian estimates,Monte Carlo,yes
https://dx.doi.org/10.1097/CCM.0b013e31826ab4c4,118,Roberts,2013,2013-01-01,International,High-income,High-income,retrospective PK study,31,Critically ill adult patients with nosocomial pneumonia and a clinical indication for doripenem were included,Patients with a known or suspected allergy to doripenem or carbapenem antibiotics were excluded,no,augmented,"pneumonia, ARC, obesity",pneumonia,ARC,obesity,NA,no,plasma,no,doripenem,carbapenem,no,LC-MS/MS,NONMEM 6.1,2,"OFV, visual inspection, goodness-of-fit, VPC, bootstrapping",NA,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dku177,119,Roberts,2014,2014-01-01,Australia,High-income,High-income,prospective PK study,12,Critically ill adult patients with AKI receiving CVVHDF and a clinical indication for doripenem,"Patients younger than 18 years or older than 90 years were excluded, as were pregnant patients or those with a known or suspected allergy to doripenem or carbapenem antibiotics",RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,"effluent, urine",doripenem,carbapenem,no,HPLC-MS/MS,S-ADAPT 1.57,2,"VPC, diagnostic plots, OFV, NPDE",NA,visual assessment,Monte Carlo,yes
https://dx.doi.org/10.1186/s13054-015-0818-8,120,Roberts,2015,2015-01-01,Australia,High-income,High-income,prospective PK study,24,"acute kidney injury (AKI) and at least one of the following: oliguria, hyperkalemia, severe acidemia (pH <7.2), an elevated plasma urea or creatinine concentration, or clinically significant organ edema",NA,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,effluent,"meropenem, piperacillin",penicillin,"ciprofloxacin, tazobactam, vancomycin",LC-MS/MS,NONMEM 6.1,NA,goodness-of-fit,NA,NA,NA,yes
https://dx.doi.org/10.1093/jac/dku564,121,Roberts,2015,2015-01-01,Australia,High-income,High-income,prospective PK study,30,(i) age 18–80 years; and (ii) receiving cefazolin as prophylaxis for skin and soft tissue and bone infections after major trauma,(i) absence of intra-arterial catheter; (ii) pre-existing renal impairment (defined as a plasma creatinine concentration >171 μmol/L or the need for renal replacement therapy); or (iii) a history of allergy to cephalosporin antibiotics or iodine.,no,normal,trauma,trauma,NA,NA,NA,no,plasma,subcutaneous tissue,cefazolin,cephalosporin,no,HPLC,Pmetrics,3,"goodness-of-fit, VPC, LLR, bias, imprecision",biological plausibility,"LLR, goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1111/bcp.15487,122,Roelofsen,2023,2023-01-01,Netherlands,High-income,High-income,prospective PK study,92,≥18 years and admitted to the ICU with an expected stay of >72 hours,"written informed consent was not obtained, if admittance to the ICU was due to burn wounds, or if cefotaxime therapy was discontinued prior to sampling",no,unclear,general ICU,general ICU,NA,NA,NA,no,plasma,no,cefotaxime,cephalosporin,no,LC-MS/MS,NONMEM 7.4.2,2,"goodness-of-fit, VPC, NPDE",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkac245,123,Rohani,2022,2022-01-01,USA,High-income,High-income,retrospective PK study,70,"Critically ill patients with HAP admitted to the Medical ICU at Northwestern Memorial Hospital (Chicago, IL, USA) were enrolled between 30 June 2018 and 1 March 2021",NA,no,unclear,HAP,HAP,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,LC-MS/MS,Pmetrics 1.9.7,1,"goodness-of-fit, AIC",NA,NA,NA,yes
https://dx.doi.org/10.1093/jac/dkl349,124,Roos,2006,2006-01-01,Australia,High-income,High-income,retrospective PK study,13,Patients were enrolled if they had a serum creatinine concentration of <0.1 mmol/L,NA,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,cefepime,cephalosporin,no,HPLC,NONMEM 5,3,"OFV, goodness-of-fit, bootstrapping, VPC",NA,"stepwise forward inclusion, OFV",Monte Carlo,yes
https://dx.doi.org/10.1007/s00134-007-0573-7,125,Roos,2007,2007-01-01,Australia,High-income,High-income,prospective PK study,12,Twelve ICU patients received 2 g cefpirome every 12 h as a 3-min intravenous infusion. Patients were enrolled if they had serum creatinine concentration less than 0.1 mmol/l.,NA,no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,cefpirome,cephalosporin,no,HPLC,NONMEM 5,3,"OFV, goodness-of-fit, bootstrapping, VPC",NA,"stepwise forward inclusion, OFV",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.01318-06,126,Sakka,2007,2007-01-01,Germany,High-income,High-income,prospective randomised PK trial,20,ICU-acquired pneumonia (duration of endotracheal intubation and mechanical ventilation of >3 days) and normal renal function,No patients with renal replacement therapy were enrolled,no,normal,VAP,VAP,NA,NA,NA,no,plasma,no,imipenem,carbapenem,no,LC-MS/MS,"Pmetrics, WinNonlin",2,"AIC, BIC, bias, precision",NA,general linear model,Monte Carlo,yes
https://dx.doi.org/10.3390/antibiotics11040434,127,Sanches,2022,2022-01-01,Brazil,Upper-middle-income,Middle-income,retrospective PK study,24,"aged >18 years, with a confirmed or suspected infection with indications for use of the antibiotic piperacillin/tazobactam","pregnant women, individuals positive for human immunodeficiency virus (HIV) or hepatitis B or C virus, patients with a known allergy to the piperacillin/tazobactam, patients who had previously been enrolled in this study, patients with serum creatinine >2 mg/dL or elevation superior to twice the baseline value",no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,HPLC-UV,Pmetrics 1.5.0,2,"likelihood ratio test, AIC, BIC",biological plausibility,"stepwise forward inclusion, -2LL, AIC, BIC",Monte Carlo,yes
https://dx.doi.org/10.3390/antibiotics11050618,128,Selig,2022,2022-01-01,USA,High-income,High-income,retrospective PK study,19,NA,NA,no,unclear,"trauma, burns",trauma,burns,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,HPLC-UV,Pumas 1.1,2,"goodness-of-fit, bootstrapping, VPC",NA,"stepwise forward inclusion, OFV",Monte Carlo,yes
https://dx.doi.org/10.1111/bcp.15138,129,Selig,2022,2022-01-01,USA,High-income,High-income,retrospective PK study,23,NA,NA,RRT,impaired,burns,burns,NA,NA,NA,yes,plasma,effluent,meropenem,carbapenem,no,HPLC-UV,Pumas 1.05,2,"LRT, diagnostic plots, plausibility, goodness-of-fit, bootstrapping, VPC",NA,"stepwise forward inclusion, OFV",Monte Carlo,yes
https://dx.doi.org/10.1186/s13054-014-0565-2,131,Shekar,2014,2014-01-01,Australia,High-income,High-income,prospective PK study,11,Eligible patients ≥18 years of age and receiving meropenem during their ECMO therapy were recruited.,"Known allergy to study drug, pregnancy, serum bilurubin concentration >150 μmol/L, ongoing massive blood transfusion requirement (>50% blood volume transfused in the previous 8 hours) and therapeutic plasma exchange in the preceding 24 hours","ECMO, RRT",impaired,ECMO,ECMO,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,NONMEM 7.3,2,"OFV, visual inspection",biological plausibility,stepwise forward inclusion and backward deletiom,Monte Carlo,yes
https://doi.org/10.2215/cjn.10260915,132,Shotwell,2016,2016-01-01,USA,High-income,High-income,prospective PK study,68,Patients ages 18 years old or older who were receiving piperacillin-tazobactam with concomitant CRRT in the ICU were included.,Patients were excluded if they were known to be pregnant.,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,effluent,piperacillin,penicillin,tazobactam,HPLC,NLME,2,NLME regression,NA,Wald test,Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.01265-19,133,Sime,2019,2019-01-01,Australia,High-income,High-income,prospective PK study,12,"ICU patients, aged ≥18 years, were enrolled if diagnosed with a systemic infection known or suspected to be caused by a bacterium susceptible to ceftolozane-tazobactam","Patients were excluded if they had renal dysfunction that necessitated the use of renal replacement therapy, had a known or suspected allergy to cephalosporins, had received piperacillin-tazobactam in the preceding 7 days, or were pregnant.",no,normal,ICU without renal impairment,general ICU,NA,NA,NA,no,plasma,no,ceftolozane,cephalosporin,tazobactam,UHPLC-MS/MS,Pmetrics 1.5.2,2,"LLR, AIC, BIC",biological plausibility as well as a preliminary regression analysis of each plausible cobvariate,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.01655-19,134,Sime,2020,2020-01-01,Australia,High-income,High-income,prospective PK study,6,Adult patients (≥18 years) admitted to RBWH ICU who were prescribed CRRT were enrolled if diagnosed with systemic infection known or suspected to be caused by an organism susceptible to ceftolozane-tazobactam.,Patients who were pregnant or had a documented or suspected allergy to penicillins and cephalosporin were excluded.,RRT,impaired,ICU patients receiving continuous venovenous hemodiafiltration,CRRT,NA,NA,NA,no,plasma,effluent,ceftolozane,cephalosporin,tazobactam,UHPLC-MS/MS,Pmetrics,4,"goodness-of-fit testing, LLR, AIC, BIC",biological plausibility,NA,Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.01698-20,135,Sime,2021,2021-01-01,Australia,High-income,High-income,prospective PK study,10,Adult patients (≥18 years) admitted to the ICU were enrolled if they had an indwelling external ventricular drain (EVD) and informed consent was obtained.,"Patients were excluded if they had a history of allergy to penicillins and/or cephalosporins, they were receiving renal replacement therapy or had estimated creatinine clearance of <10 ml/min, and were receiving piperacillin-tazobactam or had received it in the 7 days before the time of screening.",no,normal,ICU patients with an indwelling external ventricular drain,EVD,NA,NA,NA,no,plasma,CSF,ceftolozane,cephalosporin,tazobactam,UHPLC-MS/MS,Pmetrics 1.5.2,3,"bias, imprecision, AIC, BIC, LLR",biological plausibility,regression analysis,Monte Carlo,yes
https://dx.doi.org/10.1089/sur.2018.141,136,Stein,2019,2019-01-01,USA,High-income,High-income,prospective PK study,10,Critically ill (Acute Physiology and Chronic Health Evaluation [APACHE] II score >10) adult patients being treated with CZA (ceftazidime/avibactem) were eligible to enroll into this study.,"Patients with a body mass index (BMI) >45 kg/m2, pregnancy, or with a creatinine clearance (CrCL) <30 mL/min were excluded.",no,normal,general ICU,general ICU,NA,NA,NA,no,serum,no,ceftazidime,cephalosporin,avibactam,LC-MS/MS,Pmetrics,1,"visual fit, AIC",NA,linear regression,Monte Carlo,yes
https://dx.doi.org/10.1002/phar.1324,137,Sturm,2014,2014-01-01,USA,High-income,High-income,prospective PK study,9,"Individuals were considered eligible for study inclusion if they were at least 18 years old, were admitted to the trauma-surgical intensive care service, had a BMI 40 kg/m2 or higher at the time of antimicrobial initiation, had piperacillin-tazobactam started for empiric or directed therapy as determined by their health care provider, and had available intravenous access.","Exclusion criteria for the study were a creatinine clearance 40 ml/minute or less, penicillin allergy, history of type I hypersensitivity reaction to any β-lactams, documented resistance to piperacillin-tazobactam, absolute neutrophil count less than 500/mm3, or physician refusal.",no,normal,"trauma, surgical ICU, obese",trauma,surgical ICU,obese,NA,no,serum,no,piperacillin,penicillin,tazobactam,HPLC,NA,1,NA,NA,NA,Monte Carlo,no
https://dx.doi.org/10.1007/s10928-019-09633-8,138,Sukarnjanaset,2019,2019-01-01,Thailand,Upper-middle-income,Middle-income,prospective PK study,48,"The inclusion criteria were (i) age ≥ 15 years, (ii) treatment with piperacillin/tazobactam, and (iii) sepsis defined according to the third international consensus definitions for sepsis and septic shock (Sepsis-3)","The exclusion criteria were (i) peritoneal dialysis, hemodialysis or continuous renal replacement therapy, (ii) pregnancy, (iii) sepsis more than 24 h and (iv) known or suspected hypersensitivity to piperacillin/tazobactam.",no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,HPLC,NONMEM 7.4.1,2,"visual fit, bootstrapping, VPC",NA,stepwise approach,Monte Carlo,yes
https://dx.doi.org/10.1007/s00228-021-03218-6,139,Swartling,2022,2022-01-01,Sweden,High-income,High-income,prospective PK study,51,Patients above the age of 18 years admitted to the ICUs and treated with cefotaxime for a proven or suspected infection were included in the study. Patients were included within 24 h from initiation of cefotaxime treatment.,"Pregnant patients and patients with treatment restrictions were excluded in the study. Additionally, patients on renal replacement therapy were excluded in this current analysis.",no,normal,"general ICU, burns",burns,NA,NA,NA,no,serum,no,cefotaxime,cephalosporin,no,LC-MS/MS,NONMEM 7.4,2,"OFV, LLR, goodness-of-fit, bootstrapping, VPC",clinically available covariates,stepwise forward inclusion and backward elimination,NA,yes
https://dx.doi.org/10.1002/jcph.432,140,Tamme,2015,2015-01-01,Estonia,High-income,High-income,prospective PK study,9,"severe sepsis or septic shock as defined by the ACCP/SCC Consensus Conference, with acute kidney injury (AKI) deemed by the treating clinician to require HVHDF, based on the presence of at least one of the following criteria: (1) oliguria (urine output <100 mL in a 6-hour period), unresponsive to fluid therapy, (2) serum potassium concentration exceeding 6.5 mEq/L, (3) severe acidemia (pH <7.2), (4) plasma urea nitrogen level above 70 mg/dL, (5) serum creatinine concentration above 3.4 mg/dL, or (6) presence of clinically significant organ edema (eg, pulmonary edema), and had an arterial line in situ","known hypersensitivity to carbapenems or other beta-lactams, pregnancy, and life expectancy of less than 8 hours",RRT,impaired,"CRRT, septic shock",CRRT,septic shock,NA,NA,no,plasma,no,doripenem,carbapenem,no,UHPLC-MS/MS,NONMEM 7.3.0,2,"goodness-of-fit, OFV, bootstrapping",biological plausibility,OFV,Monte Carlo,yes
https://dx.doi.org/10.1128/aac.41.12.2640,141,Tegeder,1997,1997-01-01,Germany,High-income,High-income,prospective PK study,12,"Thirteen consecutive patients who were admitted to the surgical intensive care unit, who were treated with CVVH for ARF, and who were receiving imipenem-cilastatin for the treatment of a severe life-threatening infection were enrolled in this  study",NA,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,haemofiltrate,imipenem,carbapenem,no,HPLC,Topfit,2,"AIC, Imbimbo information criterion",NA,NA,simulations,no
https://dx.doi.org/10.1016/S0009-9236%2899%2970121-9,142,Tegeder,1999,1999-01-01,Germany,High-income,High-income,prospective PK study,9,patients of the surgical intensive care unitwith severe life-threatening infections and acute renal fail-ure were enrolled in this study provided they were treated with meropenem and undergoing continuous venovenous hemofiltration,Two patients were excluded: one because of interfering chromatographic peaks that made a reliable determination of plasma concentrations impossible; the other had polyuric acute renal failure with a residual creatinine clearance of approximately 24 mL/min and therefore somewhat different pharmacokinetic data,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,haemofiltrate,meropenem,carbapenem,no,HPLC,Micromath Scientist,2,NA,NA,NA,simulations,no
https://dx.doi.org/10.29090/psa.2018.04.017.0042,143,Thuy,2018,2018-01-01,Vietnam,Lower-middle-income,Middle-income,prospective PK study,30,Patients admitted to ICU or general medicine department,"allergic to meropenem, <18 years old, pregnant or breastfeeding or on dialysis",no,normal,"general ICU, pneumonia",pneumonia,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC,Monolix 2016,2,"AIC, BIC, goodness-of-fit, VPC",NA,"stepwise forward inclusion, backward elimination, OFV",NA,yes
